Name,Season,Region,Games,Win rate,K:D,GPM,GDM,Game duration,Kills / game,Deaths / game,Towers killed,Towers lost,FB%,FT%,DRAPG,DRA%,HERPG,HER%,DRA@15,TD@15,GD@15,NASHPG,NASH%,CSM,DPM,WPM,VWPM,WCPM
paiN Gaming,S10,BR,51,54.90%,1.15,1772,57,08:57:00,14,12.1,6.4,5.9,56.9,47.1,2.47,51.7,0.86,45.1,1.12,-0.1,462,0.69,52.1,31.6,1907,3.7,1.49,1.5
Papara SuperMassive,S10,TR,62,58.10%,1.21,1785,106,08:00:00,14.4,11.9,6.8,4.8,61.3,75.8,2.79,61.2,1.16,59.7,1.31,0.7,1590,0.76,58.5,31.3,1871,3.1,1.18,1.29
Pentanet.GG,S10,OCE,49,42.90%,0.92,1689,-72,09:14:00,11.6,12.5,5.5,6.7,63.3,38.8,2.37,45.7,0.94,46.9,0.9,-0.3,-705,0.51,42.2,30.9,1685,3.3,1.28,1.21
Percent Esports,S10,VN,37,32.40%,0.8,1705,-137,07:53:00,10.9,13.7,4.8,7.1,37.8,40.5,2.03,41,0.68,33.8,0.84,-0.5,-1117,0.41,31.9,32.1,1832,3.8,1.56,1.5
PIGSPORTS,S10,EUW,6,0.00%,0.44,1604,-404,06:37:00,11.8,27,1.3,9.5,33.3,-,1.17,25.3,0,0,0.5,-1.8,-4422,0,0,28.5,2076,2.2,0.71,0.93
piratesports,S10,PL,37,32.40%,0.81,1665,-120,09:59:00,11.7,14.5,5,7.3,40.5,29.7,2.62,50,0.7,35.1,1.22,-0.7,-1340,0.62,45.7,30,1854,2.8,1.13,1.11
Pixel Esports Club,S10,LAT,28,28.60%,0.67,1639,-140,11:03:00,8.2,12.3,4.8,7.8,57.1,42.9,1.93,35.5,0.86,44.6,0.64,-0.3,-699,0.36,29.5,31.5,1704,3.6,1.43,1.35
Pompa Team,S10,PL,36,52.80%,1.17,1721,-13,07:46:00,13.6,11.6,5.6,5.9,50,27.8,2.06,42.1,1.08,54.2,0.69,-0.5,-549,0.56,38.7,30.7,1846,3.2,1.38,1.21
PRIDE,S10,PL,31,16.10%,0.58,1589,-271,10:50:00,10,17,3,8.6,51.6,25.8,2.03,37.5,0.45,22.6,1.03,-0.7,-1774,0.23,11.9,30.2,1788,3,1.22,1.27
Prodigy Esports,S10,BR,47,51.10%,1.07,1747,11,09:47:00,14.8,13.8,7,6,59.6,61.7,2.49,49.7,1.34,67,0.81,0.2,492,0.7,50,29.9,2050,3.5,1.45,1.41
PSG Talon,S10,PCS,93,66.70%,1.54,1784,132,09:06:00,13.5,8.8,6.8,4.8,44.1,40.9,2.76,58.8,0.91,47.3,1.1,-0.2,513,0.83,69.6,32.3,1866,3.4,1.23,1.6
Qlash Forge,S10,IT,14,21.40%,0.63,1618,-224,06:32:00,10.2,16.3,3.9,8.1,50,28.6,1.07,22.9,0.86,42.9,0.21,-0.8,-1667,0.29,25,29.5,1632,2.7,1,1.1
Racoon,S10,IT,78,59.00%,1.12,1760,57,09:09:00,16.2,14.4,6.8,5.3,52.6,39.7,2.73,56.2,1.12,56.4,1.19,0,321,0.68,53.5,30.2,1990,3.2,1.2,1.15
Rainbow7,S10,LAT,61,57.40%,1.12,1720,51,12:23:00,10.9,9.7,6.6,5.3,49.2,47.5,2.7,51.4,1.05,53.3,0.9,0.2,825,0.82,56.4,31.8,1724,3.4,1.36,1.65
RAMS,S10,CZ,17,29.40%,0.72,1683,-139,12:32:00,12.9,17.8,4.9,8.2,58.8,35.3,2.12,35.3,1,55.9,0.65,-0.4,-241,0.65,29.7,30.6,1944,3.4,1.14,1.13
Rascal Jester,S10,JP,33,33.30%,0.66,1628,-164,09:38:00,10.8,16.3,4.2,6.8,45.5,36.4,2.03,39.8,0.67,36.4,0.94,-0.3,-1352,0.45,36.7,29.9,1715,3.3,1.21,1.67
RED Canids,S10,BR,38,65.80%,1.03,1778,54,10:22:00,14.4,14,7.8,5.8,44.7,47.4,2.97,60.6,1.08,55.3,1.24,0.1,339,0.76,52.8,31.2,2011,3.5,1.54,1.46
Redemption POA,S10,BR,36,27.80%,0.8,1647,-153,09:25:00,12.8,16,4.4,7.9,44.4,33.3,1.78,35.4,1.06,52.8,0.75,-0.4,-849,0.53,33.8,29.2,1871,3.5,1.57,1.43
Rensga eSports,S10,BR,19,52.60%,0.94,1758,13,08:14:00,12.2,13.1,7.2,5.7,68.4,73.7,2.42,51,1.32,65.8,0.95,0.5,719,0.84,52,31.1,1774,3.3,1.41,1.35
Repre Gold,S10,CZ,23,73.90%,1.07,1936,212,06:16:00,20.7,19.2,7.8,3.5,69.6,78.3,2.13,52.4,1.26,65.2,1,1,1931,0.87,61.4,31.3,2394,3.1,1.23,1.21
Resurgence,S10,PCS,36,22.20%,0.6,1615,-225,07:30:00,8.6,14.2,4,8.1,44.4,33.3,1.47,29.4,0.81,40.3,0.61,-1,-2034,0.47,31.8,30.5,1430,3.3,1.35,1.25
Riddle Esports,S10,EUW,9,55.60%,0.95,1802,35,07:44:00,13.7,14.2,6.7,5.4,44.4,44.4,2.78,59.6,0.89,44.4,1.44,0,12,0.78,59.3,32.4,1956,2.6,1.03,1.01
Rogue,S10,EUW,61,52.50%,1.1,1743,12,09:13:00,11.8,10.6,6.4,5.9,57.4,72.1,2.2,45.2,1.02,51.6,0.8,0.3,353,0.62,52.6,31.8,1700,3.3,1.18,1.32
Rogue Warriors,S10,CN,83,38.60%,0.81,1676,-136,08:24:00,12.8,15.7,4.8,7.1,22.9,16.9,2.02,39.8,0.49,60.3,0.92,-0.1,-1269,0.47,37,29.7,1763,3.1,1.15,1.56
RoX,S10,CIS,35,57.10%,1.03,1731,1,08:48:00,14.3,13.8,6.3,5.4,48.6,34.3,2.14,43,0.8,42.4,0.82,-0.5,-661,0.8,59.4,29.9,1926,3.2,1.27,1.27
Royal Never Give Up,S10,CN,95,55.80%,1.19,1776,48,08:55:00,13.8,11.6,6.3,5.3,26.3,20,2.65,54.8,0.35,45.8,1.05,-0.1,834,0.58,52.5,31.7,1769,3.6,1.34,1.65
Royal Youth,S10,TR,34,17.60%,0.51,1562,-337,05:21:00,8.7,17,2.6,7.6,29.4,29.4,1.24,25.5,0.71,35.3,0.56,-1.1,-2895,0.24,19,29.1,1575,2.9,1.06,1.07
RunAway,S10,KR,36,44.40%,0.99,1738,-12,08:57:00,10.6,10.8,5.7,6.5,41.7,50,2.14,44.7,0.89,45.8,0.69,-0.1,286,0.67,50,33,1736,3.3,1.32,1.63
S2V Esports,S10,ES,49,40.80%,0.95,1740,-26,10:04:00,12.5,13.1,5.7,6.7,46.9,46.9,1.98,38.2,1,52.1,0.73,-0.1,-25,0.67,48.1,32,1869,3.3,1.35,1.41
Saigon Buffalo,S10,VN,67,37.30%,0.83,1725,-119,06:39:00,13.3,16,4.7,7.2,43.3,37.3,2.18,47.4,0.84,42.5,0.99,-0.6,-1345,0.54,45,30.9,1920,3.3,1.34,1.44
SAMCLAN Esports,S10,PT,51,51.00%,1.04,1747,36,09:41:00,14.1,13.5,5.9,6.2,45.1,43.1,2.84,57.6,0.84,46.1,1.18,0,454,0.73,53.4,32.5,2006,3,1.09,1.41
Samsung Morning Stars,S10,IT,53,62.30%,1.33,1776,120,09:10:00,15.1,11.4,6.4,5.1,45.3,52.8,2.64,55.7,0.74,38.7,0.94,0.2,857,0.72,57.5,30.7,2061,3.1,1.22,1.27
Sandbox Gaming,S10,KR,102,42.20%,0.85,1705,-64,08:51:00,10.2,12,5,6,43.1,51,2.18,45.2,0.93,50,0.8,-0.1,-336,0.48,44.7,32.8,1700,3.7,1.6,1.86
Santos e-Sports,S10,BR,42,66.70%,1.19,1820,128,07:14:00,15.9,13.3,7,4.9,42.9,52.4,2.64,59.3,1.12,56,1.19,0,-130,0.79,71.2,31,2098,3.1,1.23,1.3
Schalke Evolution,S10,DE,75,62.70%,1.25,1796,80,09:10:00,14.1,11.3,6.9,5.6,53.3,50.7,2.63,53.5,1,53.4,0.99,-0.1,354,0.75,56,32.2,2078,3.3,1.09,1.39
SDX Gaming,S10,CN,4,25.00%,0.66,1716,-163,07:05:00,12.8,19.3,4.3,6.8,-,-,2.75,56.7,-,-,-,-,-,0.75,50,30.3,1808,3.4,1.29,1.53
Sector One,S10,EUW,18,55.60%,0.93,1772,8,07:56:00,15.9,17,6.3,5.5,50,72.2,2.61,54.7,1.06,58.3,1.22,0.8,313,0.72,53.1,30.2,2135,3.1,1.13,1.13
Sengoku Gaming,S10,JP,44,54.50%,0.95,1713,55,12:15:00,10.3,10.8,6.5,5.7,34.1,52.3,3.09,56.7,1.14,59.1,0.95,-0.1,547,0.77,56.3,32.2,1880,3.5,1.29,1.63
SeolHaeOne Prince,S10,KR,87,27.60%,0.61,1636,-213,08:48:00,9.8,16.2,4,7.5,50.6,39.1,1.9,36.9,0.83,43.1,0.63,-0.4,-1562,0.51,36.2,31.1,1745,3.6,1.4,1.67
SINNERS Esports,S10,CZ,20,55.00%,1.2,1816,127,09:03:00,17.2,14.3,7.8,5.4,60,75,3,60,1.2,60,1.1,0.5,1439,0.9,67.6,30.2,2076,3.1,1.29,1.22
SK Gaming,S10,EUW,39,33.30%,0.74,1694,-115,09:31:00,9.7,13,4.9,7.3,46.2,35.9,2.64,53.1,0.92,51.3,1.08,-0.1,-785,0.62,36.9,31.9,1687,3.3,1.19,1.31
SK Gaming Prime,S10,DE,37,18.90%,0.65,1667,-169,08:56:00,11,16.7,4.2,8.4,43.2,35.1,2.08,41.4,0.68,38.9,0.94,-0.7,-933,0.35,25.3,31.2,1899,3,1.2,1.26
SLO REJECTS,S10,EUW,11,63.60%,1.1,1807,41,08:56:00,18,16.4,7.1,5.3,63.6,36.4,3.27,61.6,1.27,63.6,1.09,-0.2,-774,0.82,47.7,31,2038,3.4,1.22,1.45
SoftBank Hawks Gaming,S10,JP,33,36.40%,0.88,1668,-67,08:53:00,10,11.4,4.5,6.7,36.4,36.4,2.39,50,0.64,31.8,0.94,-0.5,-408,0.58,40.9,31.9,1663,3.3,1.33,1.46
Solary,S10,FR,29,37.90%,0.81,1672,-103,10:41:00,12.5,15.4,5,7.4,37.9,31,2.55,47.6,0.62,34.5,0.9,-0.5,-930,0.79,51.2,29.7,1841,3.2,1.28,1.3
soon to be named,S10,PL,5,60.00%,1.23,1895,239,10:44:00,20,16.2,8.2,5.2,100,80,2.4,46.9,1.2,60,0.8,1.8,2094,1.2,73.3,31.4,2047,2.6,0.96,1.11
Suning,S10,CN,119,55.50%,1.05,1786,54,09:11:00,14,13.3,6.6,5.4,28.6,33.6,2.39,50,0.62,52.1,0.78,0,326,0.76,59.7,31.9,2039,3.9,1.36,1.61
SuppUp eSports,S10,RS,12,25.00%,0.68,1658,-186,09:56:00,11.8,17.4,4.6,7.8,41.7,41.7,1.83,33.2,0.92,45.8,0.67,-0.3,-1220,0.67,32.7,29.8,1969,3,1.1,1.25
T1,S10,KR,113,63.70%,1.45,1820,134,09:39:00,12.8,8.7,6.9,4.8,56.6,50.4,2.62,55.9,0.94,48.7,1.08,0.1,596,0.7,61.9,34.5,1793,4,1.45,1.84
Team Aurora,S10,TR,44,36.40%,0.78,1655,-177,07:34:00,12.5,15.9,4,7.3,45.5,29.5,2.11,44,0.84,43,0.89,-0.7,-1463,0.48,43.4,29.9,1707,3.2,1.32,1.3
Team Brute,S10,CZ,28,28.60%,0.65,1596,-230,08:49:00,10.1,15.6,3.9,7.9,21.4,32.1,1.96,37,0.46,23.2,0.82,-1,-1966,0.39,24,29.8,1669,2.8,1.03,1.05
Team Dynamics,S10,KR,91,52.70%,1.04,1740,5,08:11:00,12.2,11.8,5.7,5.4,36.3,56,2.66,57.2,1.01,53.8,1.04,0.2,-278,0.7,54.8,32,1819,3.4,1.37,1.69
Team Flash,S10,VN,107,61.70%,1.09,1820,63,07:35:00,15.3,14,6.8,5.2,54.2,49.5,2.58,54.8,0.99,54.4,1.05,0,344,0.75,56.7,32.1,1941,3.2,1.26,1.43
Team Liquid,S10,NA,60,60.00%,1.28,1769,90,11:17:00,12,9.4,6.9,5.4,43.3,56.7,2.38,49.1,0.93,49.2,0.93,0.1,494,0.97,67,32.8,1788,3.2,1.18,1.45
Team Liquid Academy,S10,NA,39,28.20%,0.68,1693,-127,11:14:00,11.1,16.3,4.8,7.5,43.6,41,1.62,29.6,0.79,39.7,0.56,-0.4,-672,0.59,38.7,31.7,1830,3.2,1.23,1.22
Team MCES,S10,FR,27,14.80%,0.65,1635,-192,09:27:00,10.4,16.1,4.4,8.1,51.9,44.4,2,39.3,0.81,40.7,1,0,-728,0.3,24,30.3,1692,3.2,1.24,1.27
Team oNe eSports,S10,BR,50,52.00%,1.12,1756,38,09:53:00,13.4,12,6.6,6.6,54,54,2.56,49.2,0.82,43,0.86,0.1,319,0.78,53.1,31.1,1872,3.4,1.32,1.31
Team Queso,S10,ES,53,45.30%,1.01,1696,-63,10:36:00,11.8,11.7,5.6,7,43.4,37.7,2.25,42.7,0.7,35.6,0.83,-0.3,-684,0.66,45.4,31.1,1854,3.2,1.31,1.29
Team Sampi,S10,CZ,35,65.70%,1.61,1891,245,07:50:00,18.5,11.5,8.1,4,60,74.3,2.83,60.4,1.54,78.6,1.26,0.8,2441,0.83,65.7,31.8,2066,3.2,1.29,1.18
Team Secret,S10,VN,87,52.90%,0.99,1797,19,06:54:00,13.8,13.9,6.4,5.9,48.3,50.6,2.2,48.1,0.98,55.7,0.81,0.3,377,0.72,59,31.8,1901,3,1.19,1.49
Team Singularity,S10,EUW,6,0.00%,0.33,1563,-496,02:06:00,7.3,22.3,1.3,9.2,33.3,-,1,27.8,0.33,16.7,0.83,-3.3,-4713,0.17,20,28.7,1794,2.8,1.17,0.87
Team Vitality,S10,EUW,36,25.00%,0.71,1662,-158,11:24:00,9.8,13.8,4.7,8.3,47.2,47.2,1.94,35.8,0.75,38.9,0.78,-0.4,-797,0.67,35.3,31.9,1612,3.8,1.58,1.33
Team WE,S10,CN,105,51.40%,1.04,1759,0,08:07:00,13.8,13.3,5.9,5.9,19,23.8,2.58,54.5,0.44,53.4,1.02,0.2,-217,0.68,53.7,31,1866,3.3,1.35,1.65
Top Esports,S10,CN,129,66.70%,1.29,1843,138,08:17:00,15.5,12,7.3,4.8,23.3,27.1,2.61,55.6,0.6,56.6,1.03,0.2,669,0.81,64.5,32.5,2102,3.3,1.3,1.61
TSM,S10,NA,77,53.20%,1.13,1741,30,11:18:00,12,10.6,6.7,5.9,59.7,54.5,2.61,49.7,0.97,50.6,0.96,0.1,286,0.71,48.4,32.1,1798,3.4,1.36,1.44
TSM Academy,S10,NA,50,60.00%,1.13,1744,45,10:07:00,13.8,12.1,6.3,5.8,58,46,2.78,56.2,0.9,45,0.96,0.1,358,0.78,55.9,30.9,1893,3.1,1.3,1.28
UCAM Esports Club,S10,ES,44,50.00%,0.99,1684,-30,11:33:00,11.4,11.5,6.6,6.2,47.7,50,2.86,55.2,0.8,40.7,1.21,0.2,209,0.61,48.8,30.3,1858,3.6,1.38,1.52
Ulsan,S10,KR,2,0.00%,0.59,1607,-285,09:52:00,8.5,14.5,2,9.5,50,-,1.5,25,0.5,25,1,-1,-552,0,0,32.6,1559,3.8,1.86,2.05
Unicorns Of Love,S10,CIS,56,80.40%,1.66,1904,279,04:58:00,18.5,11.1,8,2.8,58.9,75,2.59,65.2,1.34,69.4,1.09,0.9,1929,0.8,74.7,31,2260,2.8,0.94,1.33
UOL Sexy Edition,S10,DE,59,54.20%,1.01,1786,23,07:45:00,15.1,14.9,6.6,5.8,50.8,44.1,2.53,51.6,0.66,34.5,1.07,-0.2,-1021,0.73,55.7,31,2023,2.9,1.06,1.19
V Gaming Adonis,S10,VN,34,26.50%,0.75,1711,-183,06:42:00,14.4,19.1,4.4,7.6,41.2,35.3,1.94,42.7,0.56,30.6,0.84,-0.6,-1157,0.29,24.2,30.5,1890,3.2,1.29,1.22
V3 Esports,S10,JP,54,63.00%,1.35,1741,98,09:29:00,13.9,10.2,6.5,4.5,64.8,57.4,2.5,52.7,1.02,52.8,1.02,0.5,386,0.81,60.9,30.4,1903,3.4,1.29,1.52
Vega Squadron,S10,CIS,29,20.70%,0.56,1593,-263,06:46:00,9.1,16.3,3.4,7.9,41.4,44.8,1.38,30.6,0.69,37,0.89,-0.3,-1148,0.31,27.1,29.5,1585,3,1.2,1.21
Vici Gaming,S10,CN,101,47.50%,0.97,1737,-16,08:20:00,12.3,12.7,5.3,6.1,17.8,23.8,2.48,52.6,0.47,58.8,0.98,0.2,513,0.5,46.8,31.9,1808,3.4,1.37,1.61
Victory Five,S10,CN,86,38.40%,0.77,1704,-109,05:59:00,11.1,14.4,4.9,6.3,26.7,29.1,1.97,44.5,0.58,51,0.88,0.1,457,0.38,37.7,30.9,1721,3.1,1.26,1.41
Vikingekrig Esports,S10,CZ,46,30.40%,0.89,1664,-157,08:35:00,14.1,15.9,4,7.9,39.1,23.9,2.39,47.8,0.74,38,0.98,-0.9,-1719,0.57,38.6,29.1,1834,2.8,1.06,1.17
Vipers Inc,S10,EUW,6,33.30%,0.83,1727,-132,11:33:00,17.8,21.5,5.5,8.7,83.3,33.3,2.17,40.5,0.5,25,1,-0.7,-937,0.33,16.7,29,2353,2.8,1.19,1.21
Vitality.Bee,S10,FR,44,52.30%,1.19,1786,52,09:18:00,16.3,13.8,6.3,6.2,63.6,38.6,2.64,55.9,0.91,47.7,0.91,-0.2,372,0.64,47.2,31.3,2056,3.2,1.41,1.29
Vivo Keyd,S10,BR,45,44.40%,0.83,1725,-54,08:43:00,13.8,16.6,5.7,6.5,57.8,46.7,2.31,46.2,0.98,50,0.96,-0.2,-353,0.62,42.6,30.3,2006,3.1,1.36,1.39
Vodafone Giants,S10,ES,77,71.40%,1.32,1808,149,09:36:00,14.4,10.8,7.6,4.7,42.9,63.6,3.27,63.4,1.25,63.8,1.18,0.4,368,0.88,69.8,31.7,2122,3.3,1.19,1.52
WLGaming Esports,S10,EUW,12,33.30%,0.94,1779,-53,08:01:00,16.9,17.9,5.3,6.8,16.7,41.7,3.08,65.3,0.92,45.8,1.17,-0.2,-375,0.67,45.8,31,1888,2.9,1.13,1.19
x6tence,S10,ES,18,38.90%,0.7,1659,-113,10:07:00,9.7,13.9,5.1,7.3,44.4,33.3,2.56,48.9,0.67,33.3,1.06,-0.3,-836,0.61,44.1,30.8,1780,3,1.25,1.35
XTEN Esports,S10,LAT,32,31.30%,0.71,1618,-168,10:36:00,9.8,13.7,4.3,7.8,65.6,37.5,2.28,42,1,50,1.09,-0.2,-588,0.56,30.6,29.8,1576,3.2,1.37,1.41
YDN Gamers,S10,IT,44,50.00%,1.12,1715,-7,07:17:00,14.5,12.9,5.6,5.7,65.9,56.8,2.41,50.4,1.05,52.3,0.93,0,-175,0.7,56,29.6,1832,3,1.08,1.23
Young Miracles,S10,CN,4,0.00%,0.32,1547,-396,03:47:00,4.8,15,1.5,9.5,-,-,0.5,12.5,-,-,-,-,-,0.25,33.3,30.6,1079,3.4,1.35,1.34
100 Thieves,S9,NA,37,32.40%,0.76,1696,-122,11:03:00,8.6,11.3,5,7.3,37.8,48.6,1.78,38.5,0.43,44.4,0.57,0,-879,0.57,37.2,32,1612,3.2,1.26,1.44
100 Thieves Academy,S9,NA,54,61.10%,1.03,1832,56,09:49:00,14.3,13.8,6.9,5.3,33.3,57.4,2.78,60,0.59,60.4,1.11,0,-178,1,63.2,32.2,2073,3.2,1.31,1.43
1907 Fenerbahce,S9,TR,53,67.90%,1.29,1864,163,08:32:00,15.3,11.9,7.3,4.4,62.3,71.7,2.6,62.3,0.79,79.2,0.98,0.8,1437,0.89,65,32.6,1902,3.1,1.23,1.34
ACTINA PACT,S9,PL,32,31.30%,0.61,1689,-212,07:25:00,10.1,16.7,4.2,7.8,37.5,25,1.88,41.4,0.41,40.6,0.72,-0.8,-2020,0.47,32.3,30.9,1615,2.9,1.25,1.23
Afreeca Freecs,S9,KR,98,42.90%,0.81,1747,-83,10:17:00,10.7,13.2,5.3,6.3,46.9,54.1,2.24,48.7,0.54,55.2,0.89,0.2,85,0.67,44.8,32.7,1637,3.9,1.54,1.72
Against All Authority,S9,FR,28,32.10%,0.77,1701,-174,08:11:00,13.4,17.4,4.9,7.1,53.6,39.3,1.57,36.5,0.46,46.4,0.68,-0.4,-1015,0.61,37.5,28.7,1950,3.1,1.29,1.18
ahq e-Sports Club,S9,TW,89,50.60%,1.1,1771,12,10:09:00,11.7,10.6,6,5.7,57.3,50.6,2.28,52.7,0.53,53.4,0.73,0,166,0.6,49.2,32.5,1732,3.7,1.52,1.67
Akademia,S9,PL,30,43.30%,0.81,1729,-123,09:46:00,11.6,14.3,5.2,6.8,43.3,26.7,1.47,38.3,0.4,40,0.63,-0.6,-1419,0.53,34.2,32,1770,2.9,1.13,1.08
All Knights,S9,LAT,54,66.70%,1.16,1804,58,09:25:00,12.8,11,7.2,4.6,55.6,61.1,2.56,60.7,0.61,61.1,0.83,0.6,821,0.72,59.5,32.1,1882,3.9,1.36,1.47
Alpha Esports,S9,TW,59,32.20%,0.73,1721,-144,06:58:00,9.9,13.6,4.4,7.6,50.8,52.5,1.73,42.6,0.49,49.2,0.85,0.1,4,0.36,26.1,32.3,1697,3.3,1.39,1.25
APK Prince,S9,KR,7,71.40%,1.33,1764,119,11:13:00,12.6,9.4,6.9,5.1,71.4,57.1,2.57,53.8,0.71,71.4,0.86,-0.3,424,0.71,75,31.4,1699,4.3,1.43,2.08
Armored Project,S9,SEA,19,21.10%,0.61,1693,-335,03:21:00,14.2,22.9,2.9,7.9,42.1,42.1,1.16,38.1,0.26,26.3,0.53,-0.5,-2196,0.21,21.4,27.9,2007,2.7,1.17,1.06
AS Trencin esports,S9,CZ,39,48.70%,1.08,1812,18,08:44:00,15.1,13.9,6,6.4,51.3,38.5,1.67,38.8,0.51,51.3,0.38,-0.2,227,0.77,47.1,31.6,1907,3.1,1.09,1.18
ASP Esports,S9,PT,14,14.30%,0.41,1513,-429,05:06:00,6.8,16.5,2.3,9.1,28.6,14.3,0.86,22.6,0.21,21.4,0.36,-0.7,-3122,0.29,15.4,28.4,1522,2.9,1.03,0.94
Asus ROG Elite,S9,EUW,6,16.70%,0.62,1708,-201,08:19:00,11.5,18.7,3.2,8.8,33.3,16.7,1.17,30.8,0.5,50,0.83,-0.7,-928,0.5,33.3,30,1715,3.2,1.19,1.14
Avant Gaming,S9,OCE,45,44.40%,0.99,1800,7,09:23:00,12.7,12.8,6,6.3,55.6,48.9,2.13,48.9,0.6,60,0.87,0.1,155,0.71,47.9,32.3,1705,3.4,1.47,1.36
AVEZ,S10,PL,18,50.00%,1.08,1780,26,11:09:00,15.7,14.6,5.8,5.4,38.9,61.1,2.06,43.8,0.5,50,0.72,0.1,1,0.78,47.2,30.2,2033,3.3,1.05,1.52
Axis Empire,S9,SEA,28,46.40%,1.02,1807,-31,06:14:00,14.8,14.5,5.4,6.3,42.9,42.9,1.93,50,0.64,64.3,0.71,-0.4,-639,0.54,45.5,31.8,1932,3,1.03,1.03
AXIZ,S9,JP,42,14.30%,0.44,1585,-313,08:29:00,6.4,14.5,2.8,8.8,42.9,14.3,1.45,29.6,0.4,41.5,0.62,-0.8,-1990,0.33,17.9,30.8,1395,3.5,1.48,1.29
Barrage Esports,S9,UK,9,22.20%,0.79,1669,-157,09:30:00,12,15,4.4,8.4,22.2,33.3,1.67,40.6,0.56,55.6,0.67,-0.1,-621,0.56,33.3,30.1,1876,3.1,1.16,1.15
Berlin International Gaming,S9,DE,27,74.10%,1.35,1872,120,10:13:00,15.5,11.5,7.6,5,44.4,66.7,2.93,62.4,0.44,44.4,1.04,0.1,426,0.74,60.9,33.1,1856,3.3,1.25,1.44
Besiktas Esports,S9,TR,43,48.80%,0.95,1759,-42,10:23:00,13.8,14.4,5.7,6.5,46.5,44.2,2.28,48.7,0.4,39.5,0.77,-0.3,-519,0.7,50,30.8,1863,3.1,1.06,1.31
Bilibili Gaming,S9,CN,84,56.00%,1.18,1832,44,09:50:00,13.2,11.2,6.6,5.3,21.4,23.8,2.06,48.5,-,-,-,-,-,0.76,58.8,32.8,1961,3.7,1.43,1.72
Boavista FC,S9,PT,35,25.70%,0.71,1689,-192,07:47:00,13.9,19.6,4.2,7.8,45.7,37.1,1.83,42.5,0.57,57.1,0.69,-0.5,-1507,0.34,25.8,28.7,1768,2.8,0.98,1.02
Bombers,S9,OCE,55,70.90%,1.35,1892,174,07:37:00,16.7,12.4,7.6,4.1,60,65.5,2.4,63.6,0.67,67.3,0.89,0.4,1327,0.95,68.2,32.2,1995,3.4,1.28,1.3
Bulldog Esports,S9,UK,9,22.20%,0.69,1648,-180,10:11:00,11.2,16.2,3.9,8.3,77.8,33.3,1.67,39.6,0.44,44.4,0.78,-0.4,-276,0.44,37,30.1,1909,3.1,1.14,1.24
Burning Core,S9,JP,42,47.60%,0.88,1744,-21,09:45:00,11.2,12.7,5.7,6,50,47.6,2.17,49,0.55,56.1,0.79,-0.1,-124,0.67,47.5,31.6,1738,3.2,1.07,1.37
Bursaspor Esports,S9,TR,36,19.40%,0.61,1637,-233,08:49:00,8.1,13.2,3.5,8.2,47.2,44.4,1.47,30.7,0.42,42.9,0.72,-0.6,-1585,0.33,21.6,31,1513,3.1,1.27,1.28
Campus Party Sparks,S9,IT,52,69.20%,1.27,1862,125,07:32:00,17.3,13.6,7,4.8,53.8,71.2,2.12,56.1,0.44,46,0.79,0.5,696,0.85,65.4,30.8,2134,3,1.21,1.22
Cerberus Esports,S9,VN,67,34.30%,0.77,1755,-130,08:51:00,12,15.6,5,7.3,43.3,50.7,1.76,40.5,0.46,47,0.64,0.2,-298,0.49,32,32.7,1768,3.5,1.47,1.42
Cherry Gaming,S9,VN,34,32.40%,0.83,1779,-166,09:02:00,14.9,17.9,5.1,7.9,41.2,35.3,2.09,48,0.29,32.3,0.72,-0.5,-1676,0.56,33.9,31.6,1921,3.5,1.4,1.36
Chiefs eSports Club,S9,OCE,48,70.80%,1.28,1874,141,07:40:00,15,11.6,7.5,4.8,45.8,58.3,2.56,67.9,0.46,45.8,1.19,0.5,843,0.9,66,32.5,1874,3.2,1.24,1.35
CLG,S9,NA,53,50.90%,0.95,1767,-16,10:30:00,10.5,11,6.2,6.5,47.2,47.2,2.15,45.4,0.4,41.2,0.74,-0.2,-294,0.81,51,32.7,1727,3.6,1.49,1.56
CLG Academy,S9,NA,39,41.00%,0.86,1753,-79,08:57:00,13.4,15.5,5.2,6.7,53.8,46.2,1.64,37.3,0.46,46.2,0.64,-0.1,19,0.44,31,31.3,1920,3.1,1.13,1.33
Cloud9,S9,NA,61,59.00%,1.11,1807,41,08:36:00,13.6,12.2,6.6,5.5,50.8,52.5,2.13,52.3,0.61,64.9,0.85,0.2,52,0.77,59.3,31.2,1970,3.3,1.28,1.37
Cloud9 Academy,S9,NA,48,70.80%,1.34,1911,184,08:15:00,17.1,12.8,7.9,4.1,54.2,70.8,2.79,66.3,0.48,47.9,1.19,0.5,1382,0.96,67.9,32.4,2185,3.1,1.19,1.31
Clutch Gaming,S9,NA,77,46.80%,0.98,1778,0,10:18:00,11.6,11.8,6.1,6.1,54.5,62.3,2.26,49.5,0.6,61.3,0.84,0.3,410,0.66,47.4,32.7,1810,3.8,1.55,1.57
Clutch Gaming Academy,S9,NA,36,25.00%,0.68,1715,-182,08:54:00,11.4,16.8,4.5,7.9,27.8,50,1.5,34.9,0.42,41.7,0.81,-0.4,-1421,0.69,38.6,30.4,1791,3.2,1.22,1.21
CNB e-Sports Club,S9,BR,45,37.80%,0.77,1719,-132,10:46:00,10.2,13.2,5.1,7.9,48.9,42.2,2.13,42.8,0.53,53.3,0.96,0,-961,0.73,40.9,31.8,1740,3.4,1.36,1.42
